Student ID,Student Name,Term,Class,Predicted Outcome,Likelihood of Passing (%),Risk Level,CA Progress (%),Overall Score (%),Attendance (%),Subjects at Risk,Main Issue,Recommended Action
STU_0048,Student 0048,2024_T2,JSS2,Pass,92.6,Low,80.5,80.5,58.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0048,Student 0048,2025_T1,JSS2,Pass,92.0,Low,77.8,77.8,68.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0048,Student 0048,2025_T2,JSS2,Pass,94.4,Low,81.7,81.7,61.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0049,Student 0049,2024_T1,JSS1,Pass,88.8,Low,73.8,73.8,48.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0049,Student 0049,2024_T2,JSS1,Pass,87.2,Low,70.3,70.3,64.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0049,Student 0049,2025_T1,JSS1,Pass,63.2,Medium,57.6,57.6,60.2,1,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0049,Student 0049,2025_T2,JSS1,Pass,59.2,Medium,58.8,58.8,62.0,1,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0050,Student 0050,2024_T1,JSS3,Pass,86.3,Low,67.8,67.8,71.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0050,Student 0050,2024_T2,JSS3,Pass,87.7,Low,68.4,68.4,75.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0050,Student 0050,2025_T1,JSS3,Pass,84.8,Low,67.2,67.2,65.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0050,Student 0050,2025_T2,JSS3,Pass,71.1,Medium,63.5,63.5,67.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0051,Student 0051,2024_T1,JSS1,Pass,94.4,Low,83.5,83.5,63.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0051,Student 0051,2024_T2,JSS1,Pass,93.0,Low,78.8,78.8,75.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0051,Student 0051,2025_T1,JSS1,Pass,93.9,Low,77.2,77.2,64.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0051,Student 0051,2025_T2,JSS1,Pass,94.0,Low,77.4,77.4,72.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0052,Student 0052,2024_T1,SS2,Pass,91.7,Low,78.8,78.8,75.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0052,Student 0052,2024_T2,SS2,Pass,91.3,Low,81.1,81.1,71.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0052,Student 0052,2025_T1,SS2,Pass,91.3,Low,83.4,83.4,86.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0052,Student 0052,2025_T2,SS2,Pass,89.5,Low,73.8,73.8,84.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0053,Student 0053,2024_T1,SS2,Pass,95.3,Low,88.6,88.6,76.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0053,Student 0053,2024_T2,SS2,Pass,92.9,Low,98.3,98.3,68.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0053,Student 0053,2025_T1,SS2,Pass,96.5,Low,95.2,95.2,78.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0053,Student 0053,2025_T2,SS2,Pass,94.0,Low,87.8,87.8,67.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0054,Student 0054,2024_T1,JSS2,Pass,96.4,Low,97.0,97.0,75.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0054,Student 0054,2024_T2,JSS2,Pass,95.8,Low,91.8,91.8,70.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0054,Student 0054,2025_T1,JSS2,Pass,93.8,Low,98.0,98.0,68.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0054,Student 0054,2025_T2,JSS2,Pass,97.2,Low,96.2,96.2,71.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0055,Student 0055,2024_T1,SS2,Pass,87.5,Low,72.9,72.9,63.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0055,Student 0055,2024_T2,SS2,Pass,77.8,Low,71.6,71.6,51.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0055,Student 0055,2025_T1,SS2,Pass,67.4,Medium,66.9,66.9,61.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0055,Student 0055,2025_T2,SS2,Pass,91.5,Low,72.3,72.3,65.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0056,Student 0056,2024_T1,JSS2,Pass,94.4,Low,89.1,89.1,89.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0056,Student 0056,2024_T2,JSS2,Pass,93.2,Low,93.5,93.5,81.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0056,Student 0056,2025_T1,JSS2,Pass,93.7,Low,89.3,89.3,93.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0056,Student 0056,2025_T2,JSS2,Pass,91.9,Low,98.7,98.7,95.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0057,Student 0057,2024_T1,JSS1,Pass,91.1,Low,75.8,75.8,71.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0057,Student 0057,2024_T2,JSS1,Pass,90.9,Low,75.6,75.6,72.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0057,Student 0057,2025_T1,JSS1,Pass,90.0,Low,80.7,80.7,59.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0057,Student 0057,2025_T2,JSS1,Pass,89.8,Low,75.2,75.2,69.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0058,Student 0058,2024_T1,JSS1,Pass,91.4,Low,85.2,85.2,83.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0058,Student 0058,2024_T2,JSS1,Pass,92.8,Low,91.6,91.6,77.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0058,Student 0058,2025_T1,JSS1,Pass,92.4,Low,89.8,89.8,82.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0058,Student 0058,2025_T2,JSS1,Pass,92.1,Low,85.0,85.0,85.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0059,Student 0059,2024_T1,SS3,Pass,94.4,Low,88.7,88.7,93.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0059,Student 0059,2024_T2,SS3,Pass,91.1,Low,77.8,77.8,93.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0059,Student 0059,2025_T1,SS3,Pass,95.8,Low,93.9,93.9,85.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0059,Student 0059,2025_T2,SS3,Pass,93.3,Low,86.1,86.1,83.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0060,Student 0060,2024_T1,SS3,Pass,93.9,Low,89.0,89.0,71.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0060,Student 0060,2024_T2,SS3,Pass,82.1,Low,78.5,78.5,61.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0060,Student 0060,2025_T1,SS3,Pass,92.2,Low,85.7,85.7,64.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0060,Student 0060,2025_T2,SS3,Pass,89.1,Low,75.2,75.2,66.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0061,Student 0061,2024_T1,JSS1,Pass,93.2,Low,79.3,79.3,60.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0061,Student 0061,2024_T2,JSS1,Pass,91.6,Low,74.7,74.7,61.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0061,Student 0061,2025_T1,JSS1,Pass,93.5,Low,82.2,82.2,68.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0061,Student 0061,2025_T2,JSS1,Pass,94.0,Low,83.2,83.2,66.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0062,Student 0062,2024_T1,JSS2,Pass,89.1,Low,74.1,74.1,35.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0062,Student 0062,2024_T2,JSS2,Pass,89.7,Low,76.9,76.9,39.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0062,Student 0062,2025_T1,JSS2,Pass,90.3,Low,74.4,74.4,34.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0062,Student 0062,2025_T2,JSS2,Pass,81.1,Low,66.6,66.6,42.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0063,Student 0063,2024_T1,JSS1,Pass,94.6,Low,92.8,92.8,68.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0063,Student 0063,2024_T2,JSS1,Pass,93.8,Low,86.2,86.2,69.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0063,Student 0063,2025_T1,JSS1,Pass,93.9,Low,89.5,89.5,59.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0063,Student 0063,2025_T2,JSS1,Pass,94.0,Low,85.8,85.8,67.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0064,Student 0064,2024_T1,JSS1,Pass,86.8,Low,69.5,69.5,45.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0064,Student 0064,2024_T2,JSS1,Pass,70.8,Medium,63.9,63.9,45.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0064,Student 0064,2025_T1,JSS1,Pass,90.8,Low,69.4,69.4,45.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0064,Student 0064,2025_T2,JSS1,Pass,67.8,Medium,61.7,61.7,41.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0065,Student 0065,2024_T1,JSS3,Pass,88.9,Low,71.0,71.0,66.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0065,Student 0065,2024_T2,JSS3,Pass,66.3,Medium,62.0,62.0,68.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0065,Student 0065,2025_T1,JSS3,Pass,59.5,Medium,60.1,60.1,63.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0065,Student 0065,2025_T2,JSS3,Pass,73.0,Medium,64.2,64.2,64.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0066,Student 0066,2024_T1,JSS1,Pass,92.6,Low,77.7,77.7,69.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0066,Student 0066,2024_T2,JSS1,Pass,80.6,Low,91.5,91.5,55.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0066,Student 0066,2025_T1,JSS1,Pass,91.2,Low,73.4,73.4,63.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0066,Student 0066,2025_T2,JSS1,Pass,82.2,Low,75.2,75.2,66.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0067,Student 0067,2024_T1,SS2,Fail,4.8,High,46.2,46.2,56.6,5,"Low attendance, Many failed subjects",Contact student/guardian regarding attendance. Consider counselling.
STU_0067,Student 0067,2024_T2,SS2,Fail,28.2,High,58.0,58.0,51.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0067,Student 0067,2025_T1,SS2,Fail,12.2,High,53.5,53.5,45.6,1,"Low attendance, Low CA",Provide targeted CA support and additional practice materials.
STU_0067,Student 0067,2025_T2,SS2,Fail,21.8,High,56.7,56.7,43.3,1,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0068,Student 0068,2024_T1,JSS2,Pass,91.1,Low,76.8,76.8,53.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0068,Student 0068,2024_T2,JSS2,Pass,79.2,Low,65.4,65.4,61.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0068,Student 0068,2025_T1,JSS2,Pass,91.4,Low,77.2,77.2,48.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0068,Student 0068,2025_T2,JSS2,Pass,90.8,Low,79.8,79.8,47.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0069,Student 0069,2024_T1,JSS3,Pass,94.3,Low,97.6,97.6,79.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0069,Student 0069,2024_T2,JSS3,Pass,89.4,Low,86.4,86.4,66.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0069,Student 0069,2025_T1,JSS3,Pass,95.9,Low,93.4,93.4,71.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0069,Student 0069,2025_T2,JSS3,Pass,96.0,Low,93.9,93.9,78.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0070,Student 0070,2024_T1,SS3,Pass,95.1,Low,88.1,88.1,71.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0070,Student 0070,2024_T2,SS3,Pass,95.8,Low,95.4,95.4,75.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0070,Student 0070,2025_T1,SS3,Pass,92.5,Low,87.4,87.4,59.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0070,Student 0070,2025_T2,SS3,Pass,94.8,Low,85.0,85.0,72.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0071,Student 0071,2024_T1,SS1,Pass,87.3,Low,69.5,69.5,37.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0071,Student 0071,2024_T2,SS1,Pass,88.4,Low,67.4,67.4,47.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0071,Student 0071,2025_T1,SS1,Pass,76.4,Low,64.2,64.2,39.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0071,Student 0071,2025_T2,SS1,Pass,82.2,Low,66.4,66.4,48.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0072,Student 0072,2024_T1,JSS2,Pass,87.1,Low,73.0,73.0,96.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0072,Student 0072,2024_T2,JSS2,Pass,86.5,Low,83.9,83.9,96.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0072,Student 0072,2025_T1,JSS2,Pass,93.0,Low,80.4,80.4,85.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0072,Student 0072,2025_T2,JSS2,Pass,93.1,Low,81.1,81.1,85.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0073,Student 0073,2024_T1,SS2,Pass,90.1,Low,73.1,73.1,66.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0073,Student 0073,2024_T2,SS2,Pass,81.0,Low,70.2,70.2,53.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0073,Student 0073,2025_T1,SS2,Pass,71.7,Medium,66.7,66.7,64.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0073,Student 0073,2025_T2,SS2,Pass,87.8,Low,73.5,73.5,63.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0074,Student 0074,2024_T1,JSS2,Pass,94.6,Low,84.3,84.3,72.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0074,Student 0074,2024_T2,JSS2,Pass,92.6,Low,79.4,79.4,83.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0074,Student 0074,2025_T1,JSS2,Pass,94.7,Low,85.6,85.6,86.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0074,Student 0074,2025_T2,JSS2,Pass,95.2,Low,87.2,87.2,84.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0075,Student 0075,2024_T1,SS3,Pass,92.9,Low,87.3,87.3,69.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0075,Student 0075,2024_T2,SS3,Pass,91.9,Low,95.2,95.2,71.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0075,Student 0075,2025_T1,SS3,Pass,94.0,Low,88.2,88.2,68.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0075,Student 0075,2025_T2,SS3,Pass,94.2,Low,93.2,93.2,74.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0076,Student 0076,2024_T1,SS2,Pass,89.5,Low,71.4,71.4,65.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0076,Student 0076,2024_T2,SS2,Pass,91.4,Low,77.7,77.7,71.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0076,Student 0076,2025_T1,SS2,Pass,89.3,Low,70.5,70.5,70.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0076,Student 0076,2025_T2,SS2,Pass,74.4,Medium,66.4,66.4,65.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0077,Student 0077,2024_T1,SS2,Fail,23.9,High,59.4,59.4,48.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0077,Student 0077,2024_T2,SS2,Pass,74.9,Medium,66.7,66.7,54.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0077,Student 0077,2025_T1,SS2,Pass,68.5,Medium,64.5,64.5,43.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0077,Student 0077,2025_T2,SS2,Pass,83.2,Low,66.5,66.5,56.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0078,Student 0078,2024_T1,SS1,Pass,92.2,Low,76.2,76.2,47.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0078,Student 0078,2024_T2,SS1,Pass,84.7,Low,70.0,70.0,44.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0078,Student 0078,2025_T1,SS1,Pass,92.0,Low,76.7,76.7,43.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0078,Student 0078,2025_T2,SS1,Pass,92.0,Low,74.3,74.3,49.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0079,Student 0079,2024_T1,JSS2,Pass,63.3,Medium,64.5,64.5,49.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0079,Student 0079,2024_T2,JSS2,Pass,73.7,Medium,66.4,66.4,49.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0079,Student 0079,2025_T1,JSS2,Fail,4.6,High,54.2,54.2,34.9,3,"Low attendance, Many failed subjects",Contact student/guardian regarding attendance. Consider counselling.
STU_0079,Student 0079,2025_T2,JSS2,Pass,73.9,Medium,65.2,65.2,47.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0080,Student 0080,2024_T1,SS1,Pass,92.2,Low,77.8,77.8,89.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0080,Student 0080,2024_T2,SS1,Pass,88.1,Low,72.5,72.5,89.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0080,Student 0080,2025_T1,SS1,Pass,90.9,Low,76.9,76.9,81.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0080,Student 0080,2025_T2,SS1,Pass,89.5,Low,70.4,70.4,90.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0081,Student 0081,2024_T1,SS1,Pass,89.2,Low,72.3,72.3,44.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0081,Student 0081,2024_T2,SS1,Pass,77.1,Low,67.2,67.2,34.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0081,Student 0081,2025_T1,SS1,Pass,90.2,Low,75.1,75.1,42.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0081,Student 0081,2025_T2,SS1,Pass,90.8,Low,73.6,73.6,49.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0082,Student 0082,2024_T1,JSS2,Pass,92.6,Low,84.2,84.2,74.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0082,Student 0082,2024_T2,JSS2,Pass,93.3,Low,93.5,93.5,73.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0082,Student 0082,2025_T1,JSS2,Pass,93.0,Low,84.3,84.3,78.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0082,Student 0082,2025_T2,JSS2,Pass,93.4,Low,91.4,91.4,76.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0083,Student 0083,2024_T1,JSS1,Pass,86.9,Low,68.0,68.0,85.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0083,Student 0083,2024_T2,JSS1,Pass,83.3,Low,82.0,82.0,94.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0083,Student 0083,2025_T1,JSS1,Pass,81.5,Low,67.5,67.5,85.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0083,Student 0083,2025_T2,JSS1,Pass,88.0,Low,82.2,82.2,87.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0084,Student 0084,2024_T1,JSS1,Pass,92.4,Low,79.3,79.3,82.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0084,Student 0084,2024_T2,JSS1,Pass,92.9,Low,83.5,83.5,72.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0084,Student 0084,2025_T1,JSS1,Pass,92.8,Low,83.0,83.0,80.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0084,Student 0084,2025_T2,JSS1,Pass,91.1,Low,78.5,78.5,69.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0085,Student 0085,2024_T1,SS3,Pass,63.6,Medium,62.2,62.2,80.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0085,Student 0085,2024_T2,SS3,Pass,67.4,Medium,64.5,64.5,88.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0085,Student 0085,2025_T1,SS3,Pass,88.7,Low,73.2,73.2,80.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0085,Student 0085,2025_T2,SS3,Pass,73.1,Medium,66.6,66.6,86.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0086,Student 0086,2024_T1,SS1,Pass,87.5,Low,70.2,70.2,47.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0086,Student 0086,2024_T2,SS1,Pass,82.1,Low,68.0,68.0,40.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0086,Student 0086,2025_T1,SS1,Pass,91.0,Low,68.0,68.0,51.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0086,Student 0086,2025_T2,SS1,Pass,89.2,Low,71.2,71.2,51.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0087,Student 0087,2024_T1,JSS3,Pass,88.1,Low,73.3,73.3,81.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0087,Student 0087,2024_T2,JSS3,Pass,91.5,Low,75.1,75.1,75.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0087,Student 0087,2025_T1,JSS3,Pass,86.7,Low,68.5,68.5,72.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0087,Student 0087,2025_T2,JSS3,Pass,79.3,Low,66.2,66.2,73.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0088,Student 0088,2024_T1,SS1,Pass,90.7,Low,75.9,75.9,52.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0088,Student 0088,2024_T2,SS1,Pass,58.4,Medium,60.5,60.5,60.0,1,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0088,Student 0088,2025_T1,SS1,Pass,89.0,Low,70.7,70.7,57.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0088,Student 0088,2025_T2,SS1,Pass,84.9,Low,67.9,67.9,57.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0089,Student 0089,2024_T1,SS1,Fail,18.9,High,59.5,59.5,51.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0089,Student 0089,2024_T2,SS1,Pass,83.6,Low,67.5,67.5,51.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0089,Student 0089,2025_T1,SS1,Pass,80.8,Low,76.7,76.7,37.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0089,Student 0089,2025_T2,SS1,Pass,80.3,Low,75.4,75.4,48.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0090,Student 0090,2024_T1,SS1,Pass,91.3,Low,75.9,75.9,83.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0090,Student 0090,2024_T2,SS1,Pass,87.0,Low,72.7,72.7,71.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0090,Student 0090,2025_T1,SS1,Pass,72.6,Medium,63.3,63.3,81.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0090,Student 0090,2025_T2,SS1,Pass,91.7,Low,74.4,74.4,79.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0091,Student 0091,2024_T1,SS3,Pass,90.4,Low,81.0,81.0,80.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0091,Student 0091,2024_T2,SS3,Pass,90.4,Low,85.9,85.9,90.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0091,Student 0091,2025_T1,SS3,Pass,90.5,Low,85.8,85.8,92.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0091,Student 0091,2025_T2,SS3,Pass,91.3,Low,85.9,85.9,82.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0092,Student 0092,2024_T1,JSS1,Pass,93.4,Low,82.7,82.7,91.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0092,Student 0092,2024_T2,JSS1,Pass,94.1,Low,88.2,88.2,86.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0092,Student 0092,2025_T1,JSS1,Pass,92.2,Low,82.7,82.7,84.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0092,Student 0092,2025_T2,JSS1,Pass,92.4,Low,80.0,80.0,96.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0093,Student 0093,2024_T1,SS3,Pass,92.2,Low,79.0,79.0,89.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0093,Student 0093,2024_T2,SS3,Pass,93.9,Low,86.6,86.6,87.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0093,Student 0093,2025_T1,SS3,Pass,94.3,Low,83.0,83.0,84.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0093,Student 0093,2025_T2,SS3,Pass,94.3,Low,86.2,86.2,92.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0094,Student 0094,2024_T1,SS3,Pass,93.7,Low,87.3,87.3,71.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0094,Student 0094,2024_T2,SS3,Pass,93.3,Low,90.8,90.8,76.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0094,Student 0094,2025_T1,SS3,Pass,95.7,Low,93.5,93.5,79.8,0,No major risk,Continue monitoring. No immediate intervention required.
